Codigo,adm,Intereses,sancion,parqueaderos,otros valores,retroactivo,total,saldo a favor
29403,0,0,0,0,0,0,76200,0
29404,0,0,0,0,0,0,1985200,0
29501,0,0,0,0,0,0,53200,0
29502,0,0,0,0,0,0,74200,0
29503,0,0,0,0,0,0,54000,0
29504,0,0,0,0,0,0,190460,0
29601,0,0,0,0,0,0,69124,0
29602,0,0,0,0,0,0,1011700,0
29603,0,0,0,0,0,0,234200,0
29604,0,0,0,0,0,0,54490,0
30101,0,0,0,0,0,0,121200,0
30102,0,0,0,0,0,0,84300,0
30103,0,0,0,0,0,0,169601,0
30104,0,0,0,0,0,0,86700,0
30201,0,0,0,0,0,0,45400,0
30202,0,0,0,0,0,0,64100,0
30203,0,0,0,0,0,0,139000,0
30204,0,0,0,0,0,0,62200,0
30301,0,0,0,0,0,0,51000,0
30302,0,0,0,0,0,0,2532337,0
30303,0,0,0,0,0,0,54000,0
30304,0,0,0,0,0,0,1915400,0
30401,0,0,0,0,0,0,435630,0
30402,0,0,0,0,0,0,160610,0
30403,0,0,0,0,0,0,112000,0
30404,0,0,0,0,0,0,45000,0
30501,0,0,0,0,0,0,67400,0
30502,0,0,0,0,0,0,1001958,0
30503,0,0,0,0,0,0,84300,0
30504,0,0,0,0,0,0,57000,0
30601,0,0,0,0,0,0,2283823,0
30602,0,0,0,0,0,0,53600,0
30603,0,0,0,0,0,0,54000,0
30604,0,0,0,0,0,0,74300,0
